Country,Code,Year,GDP,Growth,CPI,Imports,Exports,Population
Nepal,NPL,1963,496947904.443033,1.89511164336658,NA,NA,NA,10552267
Nepal,NPL,1964,496098775.30864203,7.53244855331717,2.96946523316725,NA,NA,10728197
Nepal,NPL,1965,735267082.294264,-1.20318901706183,3.22103444747537,13.9235989632917,7.76508403722035,10913724
Nepal,NPL,1966,906811943.824649,7.04064314274792,3.68450814993644,8.75669391354193,5.64481095253116,11109884
Nepal,NPL,1967,841974025.462659,-1.5714974981418,3.5810349512398,6.95245507478636,6.87451275332014,11316826
Nepal,NPL,1968,772228643.405428,0.675483463917942,3.6232865073772,7.50034832007951,6.84511342966364,11534264
Nepal,NPL,1969,788641965.432099,4.46342160070982,3.77030467717114,10.2191610547171,7.01314974343331,11761473
Nepal,NPL,1970,865975308.641975,2.57599212629248,4.34479649905792,8.3029197080292,4.90419708029197,11997929
Nepal,NPL,1971,882765471.604938,-1.19538330011993,4.25792212599278,9.12955877692733,5.40389324663713,12243768
Nepal,NPL,1972,1024098804.93827,3.11780036344416,4.61512023062824,7.91783169378603,5.6611049990894,12499429
Nepal,NPL,1973,972101724.995368,-0.476536268362054,5.14261797478399,10.3721532602206,6.61049226159124,12764957
Nepal,NPL,1974,1217953546.97604,6.33359037348711,6.16118227436276,10.5480961332018,5.44971913841814,13040404
Nepal,NPL,1975,1575789254.46938,1.45647070823327,6.62856865067454,13.3667257662993,8.90109298052131,13325814
Nepal,NPL,1976,1452792989.10865,4.39853617983157,6.42220568283727,14.1773020247057,10.7738301182812,13621110
Nepal,NPL,1977,1382400000,3.01697344064642,7.05793037266478,14.3171290509259,11.7881938657407,13926260
Nepal,NPL,1978,1604162497.45945,4.40574138961394,7.57641237826099,15.4723280773433,10.5716598187042,14241403
Nepal,NPL,1979,1851250008.33333,2.36887779436333,7.84654586018423,15.9666895522544,11.7848295665774,14566691
Nepal,NPL,1980,1945916583.33333,-2.31939420324042,8.99877210487267,18.731533070598,11.5412625387034,14902163
Nepal,NPL,1981,2275583316.66667,8.34197413444542,10.001672363226,19.6176813243321,12.9014543003732,15249010
Nepal,NPL,1982,2395429852.43076,3.77937465429025,11.1717226646585,18.8072797549317,11.5915841381589,15607236
Nepal,NPL,1983,2447174803.37791,-2.97740585754977,12.5544733763075,21.3151667654028,10.231042950237,15974420
Nepal,NPL,1984,2581207387.79709,9.68113001523064,12.9117466911014,19.4490997081541,10.6524501037625,16347242
Nepal,NPL,1985,2619913955.51556,6.14490523816743,13.9514833333358,19.9995711157859,11.5292143562444,16723956
Nepal,NPL,1986,2850784523.37711,4.56565054522216,16.6021186133464,20.3027420859953,11.6622999066829,17101136
Nepal,NPL,1987,2957255379.54315,1.69561826463837,18.3869008266986,20.9066140548666,11.8132750845547,17480921
Nepal,NPL,1988,3487009748.35638,7.69680871148999,20.0385967498225,22.381868774868,11.4471692715783,17873667
Nepal,NPL,1989,3525228153.17361,4.3296479338953,21.8113887430962,22.2833234381476,11.0676046555915,18293514
Nepal,NPL,1990,3627562402.66027,4.63503634705982,23.6085818230517,21.6614450375184,10.5273091204456,18749406
Nepal,NPL,1991,3921476084.89072,6.36815040328669,27.2814758270693,23.1843038424568,11.4907512863386,19245054
Nepal,NPL,1992,3401211581.29176,4.10640661228756,31.9601189691023,25.735687007905,15.9597261292976,19773772
Nepal,NPL,1993,3660041666.66667,3.84985002161713,34.3588518816048,28.7566170694778,18.4329641055999,20321175
Nepal,NPL,1994,4066775510.20408,8.21600270932667,37.2275709419353,31.438134810711,18.9939379340801,20867130
Nepal,NPL,1995,4401104417.67068,3.46845188342333,40.065417323029,34.5173594159918,24.9731589825482,21396384
Nepal,NPL,1996,4521580381.47139,5.32828417450956,43.7596357549729,35.6401935616059,22.8175751366943,21903379
Nepal,NPL,1997,4918691916.53516,5.04861253590236,45.5143921624383,37.7076998213986,26.3278350735973,22389803
Nepal,NPL,1998,4856255044.39064,3.01638948168549,50.6322433252537,33.8875500673104,22.8220512223903,22856305
Nepal,NPL,1999,5033642384.10596,4.41257327097169,54.4049087921727,29.7185091627782,22.8484720906571,23305994
Nepal,NPL,2000,5494252207.90502,6.19999998759771,55.7535086649626,32.4265852938696,23.2840037102623,23740911
Nepal,NPL,2001,6007055042.53993,4.79989215513561,57.2523323210508,33.239147359415,22.560773717583,24161777
Nepal,NPL,2002,6050875806.66403,0.120143169198499,58.9867341827655,28.4935889762169,17.7371295242283,24566342
Nepal,NPL,2003,6330473096.54071,3.94503776730633,62.3531125994007,28.5480191211037,15.6998644945158,24950623
Nepal,NPL,2004,7273938314.71988,4.68260324535134,64.1250704069399,29.464591457087,16.6826952635217,25309449
Nepal,NPL,2005,8130258041.46706,3.47918104631147,68.5088735377306,29.4792606869219,14.5836867929394,25640287
Nepal,NPL,2006,9043715355.8881,3.36461478807166,73.2499176441865,31.3153967991879,13.4465909577363,25940618
Nepal,NPL,2007,10325618017.379,3.41156027569262,74.9121188718688,31.7236101436193,12.8556648764061,26214847
Nepal,NPL,2008,12545438605.3959,6.1046391423169,82.3342842988434,33.260386093191,12.7758202580003,26475859
Nepal,NPL,2009,12854985464.0764,4.53307872039284,91.4691280183192,34.6600935774767,12.4193541858921,26741103
Nepal,NPL,2010,16002656434.4746,4.81641465022444,100,36.4023696022884,9.58253617198229,27023137
Nepal,NPL,2011,18913574370.76,3.42182824087472,109.22707546126,32.9242242240778,8.90403042092126,27327147
Nepal,NPL,2012,18851513891.066,4.78119225754814,119.559749053898,33.584313684409,10.0738929802324,27649925
Nepal,NPL,2013,19271168018.482,4.12887767631092,130.368145393248,37.4569250583034,10.6890751741434,27985310
Nepal,NPL,2014,20002968837.9471,5.98898466088025,141.272338749022,40.7501080403152,11.5050876388893,28323241
Nepal,NPL,2015,21410840908.5198,3.32290543937557,152.388930465066,41.473327066661,11.6219397442892,28656282
Nepal,NPL,2016,21185922407.5922,0.588678498822517,165.784440634692,39.2830449286747,9.46839939713689,28982771
Nepal,NPL,2017,24880266905.4961,7.90574161030806,171.137501061775,42.8866002718701,9.0968284803142,29304998
Pakistan,PAK,1960,3707055900.88198,NA,2.05492021998509,NA,NA,44908293
Pakistan,PAK,1961,4054599181.01638,5.98734641929046,2.08862954117906,NA,NA,45984892
Pakistan,PAK,1962,4233095590.0882,4.48285862746644,2.077842558397,NA,NA,47119361
Pakistan,PAK,1963,4540529105.41789,8.68883151825305,2.10810609522716,NA,NA,48309315
Pakistan,PAK,1964,5130407727.84544,7.56975744905721,2.19621622103039,NA,NA,49551904
Pakistan,PAK,1965,5884712095.75809,10.419365822013,2.31851549671823,NA,NA,50845221
Pakistan,PAK,1966,6466610751.78496,5.78995180143455,2.48608902350917,NA,NA,52191095
Pakistan,PAK,1967,7403821902.56195,5.40061259720773,2.65542648216452,18.1118856343758,9.17074739532787,53590929
Pakistan,PAK,1968,8090088555.2289,7.23322092500283,2.65995736596076,14.7708517816886,9.15916585150988,55042397
Pakistan,PAK,1969,8632927257.45485,5.5078996342873,2.74472985598616,13.8652278167378,8.66431801181531,56542434
Pakistan,PAK,1970,10027088849.223,11.3534617181882,2.89156853668603,14.6699518847067,7.76879227899008,58090759
Pakistan,PAK,1971,10602058189.8362,0.468372548504419,3.02835972315656,12.7899569380444,7.14233133565939,59687140
Pakistan,PAK,1972,9309109764.07784,0.813406404583034,3.18532680436811,16.9824936772911,11.7743169427332,61338261
Pakistan,PAK,1973,6324884129.38617,7.06426385694034,3.92018437460937,16.3036318339294,13.5268281870513,63059481
Pakistan,PAK,1974,8773030424.24242,3.54019171279791,4.96542450074268,20.7773137953464,13.6805645583149,64870833
Pakistan,PAK,1975,11340000242.4242,4.21141563147363,6.00342213510048,22.3924166377906,10.8536162680716,66787901
Pakistan,PAK,1976,13338484979.798,5.15618958985225,6.43316652648057,19.374013712988,10.7216050318582,68813220
Pakistan,PAK,1977,15126059646.4646,3.94769828741481,7.08503721188583,19.0208155748173,9.28463791305433,70946231
Pakistan,PAK,1978,17820100626.2626,8.04853361937357,7.51996587169637,18.4791318407921,9.24068850358871,73194937
Pakistan,PAK,1979,19707979303.0303,3.75843556853272,8.14164498290189,22.7572841412272,10.692623058874,75567682
Pakistan,PAK,1980,23689696767.6768,10.2157040372709,9.11361336089085,24.0999167186853,12.4872846951092,78068144
Pakistan,PAK,1981,28100605515.1515,7.92076357199736,10.1963027533218,23.0123174462124,12.3171710467179,80696945
Pakistan,PAK,1982,30725972786.7299,6.53748679998569,10.7982444213045,21.7644989009652,9.94559491392133,83445863
Pakistan,PAK,1983,28691890433.0709,6.77837833870629,11.4852323487839,22.9775694925743,11.9185113867747,86297640
Pakistan,PAK,1984,31151824658.6524,5.06520560475867,12.1843575918412,22.6261362895481,11.0703895900145,89228949
Pakistan,PAK,1985,31144920554.0897,7.59211469875589,12.868489680361,22.8141781025853,10.4233487925896,92219488
Pakistan,PAK,1986,31899071053.9368,5.50165366386091,13.3197122359618,22.6666034475362,11.900748307973,95264460
Pakistan,PAK,1987,33351528115.351,6.45234302467672,13.9432370754524,21.0036268194504,13.2348300695276,98357473
Pakistan,PAK,1988,38472741737.3968,7.6252787795907,15.1755315864761,21.6701851338998,13.5864231952619,101474835
Pakistan,PAK,1989,40171019643.3511,4.95976889440846,16.3659404594271,21.7469583961668,13.8831101387703,104588490
Pakistan,PAK,1990,40010424928.715,4.45858681509816,17.847406919667,23.3711880007087,15.5383068866323,107678614
Pakistan,PAK,1991,45451960731.7204,5.06156775497072,19.9518429173777,18.5577403503802,16.9969431232075,110730420
Pakistan,PAK,1992,48635176852.7673,7.70589782310797,21.8490719328046,20.5285578209166,17.3593018277404,113747135
Pakistan,PAK,1993,51478304859.5879,1.75774769734467,24.0282251206176,22.4408701607827,16.3064751946864,116749560
Pakistan,PAK,1994,51894781281.8919,3.73741555244789,27.0000827128902,19.044535149484,16.2825154506042,119769556
Pakistan,PAK,1995,60636022422.6176,4.96260915003212,30.3328591222246,19.4227840177671,16.709969655752,122829148
Pakistan,PAK,1996,63320122807.1223,4.84658128374571,33.4795318669836,21.4270250588042,16.9031017751853,125938339
Pakistan,PAK,1997,62433300338.0941,1.0143960141849,37.2879936329499,20.7703128757754,16.081953225121,129086987
Pakistan,PAK,1998,62191955814.3478,2.55023429463535,39.6102914254448,17.5269340049655,16.4847911755655,132253264
Pakistan,PAK,1999,62973855718.8874,3.66013274390127,41.2512020854671,16.9664634820763,15.3534993273502,135405584
Pakistan,PAK,2000,73952374969.7995,4.26008801156799,43.0525036880848,14.6882826974962,13.4413246244032,138523285
Pakistan,PAK,2001,72309738921.3329,1.98248403238117,44.4079090631941,15.7119941622942,14.6595396108149,141601437
Pakistan,PAK,2002,72306820396.2325,3.224429972602,45.8690823570402,15.3140127214017,15.2236171954973,144654143
Pakistan,PAK,2003,83244801092.7096,4.84632093539447,47.2057692028511,16.1255283400278,16.718967406999,147703401
Pakistan,PAK,2004,97977766197.6724,7.36857135930246,50.7200615536489,14.6332292069255,15.6668995032426,150780300
Pakistan,PAK,2005,109502102510.883,7.66730427146116,55.3169867746759,19.5637946011112,15.6894954323083,153909667
Pakistan,PAK,2006,137264061106.043,6.17754203617736,59.69869198496,21.5477668399836,14.1339628244825,157093993
Pakistan,PAK,2007,152385716311.916,4.83281727717085,64.2350071860982,19.7758151541605,13.2146134120422,160332974
Pakistan,PAK,2008,170077814106.305,1.7014054654513,77.2657985279387,23.2118906101766,12.3823108823915,163644603
Pakistan,PAK,2009,168152775283.032,2.83165851919991,87.8108531858369,19.6760958406122,12.3957524208681,167049580
Pakistan,PAK,2010,177406854514.885,1.60669195949077,100,19.3526587348244,13.5162678459051,170560182
Pakistan,PAK,2011,213587413183.996,2.74840254954,111.916769465206,18.973235487874,13.966669657767,174184265
Pakistan,PAK,2012,224383620829.57,3.50703342009689,122.752944875795,20.4088394482827,12.3966627590851,177911533
Pakistan,PAK,2013,231218567178.979,4.39645663349772,132.195293036306,20.0564452502461,13.2771534315669,181712595
Pakistan,PAK,2014,244360888750.807,4.67470798143725,141.699320320248,18.6586609892683,12.2425836268349,185546257
Pakistan,PAK,2015,270556126820.064,4.73114747532901,145.283361149409,17.050261447154,10.6044115695422,189380513
Pakistan,PAK,2016,278654637737.69,5.52673584474448,150.753452821518,16.1605045709581,9.14572693911771,193203476
Pakistan,PAK,2017,304951818494.066,5.7006212410121,156.912294705271,17.5526904717731,8.23544134850064,197015955
Sri Lanka,LKA,1960,1409873949.57983,NA,1.48766903447727,32.9126434212487,29.9532498882432,9874481
Sri Lanka,LKA,1961,1444327731.09244,NA,1.50454580122017,28.4854295359203,27.5375436843795,10111646
Sri Lanka,LKA,1962,1434156378.60082,3.81801955804475,1.52716785026373,29.2012956134026,27.7926736422291,10352188
Sri Lanka,LKA,1963,1240672268.90756,2.51674859426929,1.56187893079886,27.4925716773732,25.7568075413568,10597520
Sri Lanka,LKA,1964,1309747899.15966,3.90643383740719,1.61179107074419,26.7217396876675,24.6155221290607,10849979
Sri Lanka,LKA,1965,1698319327.73109,2.53695353505728,1.6153818721815,25.4948045522019,25.9030183077684,11110828
Sri Lanka,LKA,1966,1751470588.23529,5.0237894388105,1.61286831117347,25.8486266042941,22.3701571308624,11380683
Sri Lanka,LKA,1967,1859465020.57613,6.43902441989306,1.64817785861561,23.304193869647,20.4603297554498,11657660
Sri Lanka,LKA,1968,1801344537.81513,5.8010941668135,1.74477041721725,23.5886908649809,20.6214425678828,11937611
Sri Lanka,LKA,1969,1965546218.48739,7.71681966165517,1.87487712254117,24.617357845233,18.3924754168448,12214968
Sri Lanka,LKA,1970,2296470588.23529,3.8466298552930702,1.98487533983075,28.6007025761124,25.4537470725995,12485756
Sri Lanka,LKA,1971,2369308600.33727,1.30690540231168,2.03777981430398,26.6120996441281,24.6120996441281,12747842
Sri Lanka,LKA,1972,2553936348.40871,-0.410479918822958,2.1671683593457,23.8997835639798,22.3257034170656,13002275
Sri Lanka,LKA,1973,2875625000,7.05739893457458,2.37579392271312,25.5596609432732,24.3479678330798,13252087
Sri Lanka,LKA,1974,3574586466.16541,3.84583083731744,2.66808515951288,33.8984476883598,26.4313659501073,13501986
Sri Lanka,LKA,1975,3791298145.50642,6.12623316500047,2.8448722834955,34.9587989615081,27.4899349061218,13755161
Sri Lanka,LKA,1976,3591319857.31272,3.33510669021624,2.88269539194328,31.3809886435122,29.0467834321094,14012817
Sri Lanka,LKA,1977,4104509582.86359,5.100590267645,2.91800493938423,30.1562886258137,33.8149257011014,14273272
Sri Lanka,LKA,1978,2733183856.50224,5.65383685205222,3.27229734763165,39.5452947380757,34.7708894878706,14533376
Sri Lanka,LKA,1979,3364611432.24149,6.40355692521604,3.62347772796402,45.7537175253403,33.7106534063794,14788607
Sri Lanka,LKA,1980,4024621899.57653,5.8460265156252,4.57085083987479,54.7988034933185,32.2184977527921,15035856
Sri Lanka,LKA,1981,4415844155.84416,5.69952476907687,5.39218682142123,46.5360861125816,30.459384742074,15273391
Sri Lanka,LKA,1982,4768765016.81884,4.14149569994117,5.97593144135499,46.2574820129386,27.3564561962152,15502515
Sri Lanka,LKA,1983,5167913302.16745,4.81399097113133,6.81043369482823,41.4314027022804,26.3287308492529,15726802
Sri Lanka,LKA,1984,6043474842.76729,5.09914656058612,7.94357093430771,34.7436681279513,28.8040014049146,15951422
Sri Lanka,LKA,1985,5978460972.01767,4.99940636915493,8.06122952799179,37.9652040030793,26.0120092378753,16179796
Sri Lanka,LKA,1986,6405210563.88294,4.3555469169942,8.70422237161244,35.3293513266546,23.7181987363072,16412711
Sri Lanka,LKA,1987,6682167119.56522,1.72561069100101,9.37594162670882,35.6963852726931,25.1922754329692,16647945
Sri Lanka,LKA,1988,6978371581.26375,2.4726850377301,10.6877810842647,36.8367705489634,26.0764386301592,16882189
Sri Lanka,LKA,1989,6987267683.77254,2.29930141383986,11.9240940183063,36.7567717782692,27.2602038183182,17110713
Sri Lanka,LKA,1990,8032551173.24014,6.3999953069393,14.4872080825492,38.0631106580812,30.1808045148298,17329713
Sri Lanka,LKA,1991,9000362581.58086,4.59998724452278,16.2525657613351,38.8548254978582,28.7410868952182,17539633
Sri Lanka,LKA,1992,9703011635.86585,4.39999125185615,18.1026663539849,41.03338247708,31.7703740803183,17740637
Sri Lanka,LKA,1993,10338679635.7616,6.90006325197233,20.229138963742,43.3465114649745,33.8010068759821,17928576
Sri Lanka,LKA,1994,11717604208.8223,5.59991872721346,21.9382407533809,45.617906901244,33.8128837957878,18098348
Sri Lanka,LKA,1995,13029697560.9756,5.50008523205227,23.6219675462129,46.0374199577101,35.597629130901,18247121
Sri Lanka,LKA,1996,13897738375.2488,3.79996720523084,27.3863243838163,43.9006259373438,34.9733377770372,18372120
Sri Lanka,LKA,1997,15091913883.7091,6.40539969772809,30.0082078982108,43.599435228784,36.5381180807663,18476505
Sri Lanka,LKA,1998,15794972847.1683,4.69842304623258,32.8182494077947,42.2511704483166,36.2438186772706,18570701
Sri Lanka,LKA,1999,15656327859.5696,4.30054049792376,34.3579850630866,43.2677736325718,35.4837047170656,18669103
Sri Lanka,LKA,2000,16330814179.9766,6.00003316014399,36.4800290177408,49.620740818488,39.015700886425,18781938
Sri Lanka,LKA,2001,15749753804.8344,-1.54540813414314,41.6450378017238,43.5674130558662,37.3311884768914,18913054
Sri Lanka,LKA,2002,16536535647.0834,3.96467568566092,45.6225685511801,41.4218015848181,34.9133301978336,19059300
Sri Lanka,LKA,2003,18881765437.2151,5.94026907760478,48.5034685424131,40.6827444981201,34.6535028324228,19215307
Sri Lanka,LKA,2004,20662525941.2986,5.44506127789968,52.1780553441436,44.1520421686776,35.3309027324412,19372538
Sri Lanka,LKA,2005,24405791044.7761,6.24174804465225,58.2514171977792,41.267099970564,32.3368729874893,19524558
Sri Lanka,LKA,2006,28279814924.5918,7.66829190011271,64.088316153921,41.132651394503696,30.1285270937972,19670151
Sri Lanka,LKA,2007,32350248410.8216,6.79682611895811,74.241258652681,39.491511973103,29.1149996870361,19810789
Sri Lanka,LKA,2008,40713812309.7316,5.9500881450785,90.9934241427903,38.5275565094015,24.8414870988205,19945832
Sri Lanka,LKA,2009,42066217871.5349,3.53891205299132,94.1463128229218,27.8207752870405,21.328366243783,20075086
Sri Lanka,LKA,2010,56725749222.0435,8.01596737114569,100,26.8115666916947,19.5523202562715,20198353
Sri Lanka,LKA,2011,65292753005.7475,8.40473302136866,106.716768435885,34.087737450689,20.8968387281115,20315017
Sri Lanka,LKA,2012,68434409314.841,9.1445722454058,114.766322217003,31.6755983187142,19.8164817812305,20425000
Sri Lanka,LKA,2013,74317806538.3789,3.39573265051311,122.694896603917,28.9373940401417,20.320398302451,20585000
Sri Lanka,LKA,2014,79356449840.8881,4.96070059189285,126.595370167296,29.1621204110948,21.0887622906703,20771000
Sri Lanka,LKA,2015,80604080688.7961,5.00768330402408,131.365949371736,28.5456934016977,21.013103191302,20966000
Sri Lanka,LKA,2016,81787420023.358,4.46882968833408,136.566580789574,28.6756428337663,21.3328438402052,21203000
Sri Lanka,LKA,2017,87357205923.1238,3.30879963339585,147.08785819643,29.0788930347715,21.8901715225959,21444000
